SOF_Num,Logger_Num,Current_Date,Download_Time,Set_Temp,Process_Temp,Set_Humidity,Process_Humidity,UserID,Current_Time,LoggerID
85,2,30:00.0,30:00.0,40,40.1,75,74.6,12,22:40.0,99345
85,2,30:00.0,30:00.0,40,40,75,74.8,12,22:40.0,99361
85,2,30:00.0,30:00.0,40,40,75,74.8,12,22:40.0,99377
85,2,00:00.0,00:00.0,40,40,75,74.7,12,22:40.0,99393
85,2,00:00.0,00:00.0,40,40,75,74.6,12,22:40.0,99403
85,2,30:00.0,30:00.0,40,40,75,75.2,12,22:40.0,99412
85,2,00:00.0,00:00.0,40,40,75,74.9,12,22:40.0,99417
85,2,00:00.0,00:00.0,40,40,75,75.2,12,22:40.0,99429
85,2,30:00.0,30:00.0,40,39.9,75,75.2,12,22:40.0,99432
85,2,18:00.0,18:00.0,40,40,75,75.5,12,22:40.0,99438
85,2,24:00.0,24:00.0,40,40.1,75,75.5,12,22:40.0,99441
85,2,06:00.0,06:00.0,40,39.9,75,74.9,14,13:15.0,99463
85,1,08:00.0,08:00.0,42,888.8,0,0,12,05:21.0,99493
85,1,30:00.0,30:00.0,25,25.1,60,60.2,14,14:25.0,99516
85,1,00:00.0,00:00.0,25,25.1,60,60.8,14,14:25.0,99529
85,1,00:00.0,00:00.0,25,25,60,59.6,14,14:25.0,99543
85,2,00:00.0,00:00.0,40,39.9,75,75.1,14,27:47.0,99558
85,2,00:00.0,00:00.0,40,40,75,75.2,14,27:47.0,99579
85,2,30:00.0,30:00.0,40,40.1,75,75,14,27:47.0,99600
85,2,30:00.0,30:00.0,40,40,75,75.3,14,27:47.0,99618
85,2,00:00.0,00:00.0,40,39.9,75,75.4,14,27:47.0,99637
85,1,00:00.0,00:00.0,25,24.9,60,59.9,12,09:26.0,99660
85,2,30:00.0,30:00.0,40,40,75,75.4,12,10:05.0,99676
85,2,00:00.0,00:00.0,40,40,75,75.2,12,10:05.0,99683
85,2,00:00.0,00:00.0,40,39.9,75,75.1,12,13:13.0,99689
85,2,30:00.0,30:00.0,40,39.8,75,75.4,12,13:13.0,99694
85,2,00:00.0,00:00.0,40,39.9,75,74.8,12,13:13.0,99701
85,2,00:00.0,00:00.0,40,39.9,75,75.1,14,52:11.0,99750
85,1,00:00.0,00:00.0,25,24.9,60,61.5,14,44:10.0,99728
85,2,00:00.0,00:00.0,40,40,75,75,14,52:11.0,99774
85,1,00:00.0,00:00.0,25,25,60,59.4,14,42:33.0,99790
85,1,00:00.0,00:00.0,25,25.1,60,60.3,14,42:33.0,99806
85,1,00:00.0,00:00.0,25,25.1,60,60.2,14,42:33.0,99819
85,1,00:00.0,00:00.0,25,25.1,60,60.7,14,42:33.0,99831
85,1,30:00.0,30:00.0,25,25.1,60,60.4,14,42:33.0,99844
85,1,00:00.0,00:00.0,25,25.1,60,59.8,14,42:33.0,99855
85,2,30:00.0,30:00.0,40,39.9,75,75.1,14,51:22.0,99886
85,2,30:00.0,30:00.0,40,40,75,75.1,14,51:22.0,99896
85,2,00:00.0,00:00.0,40,40,75,75,14,51:22.0,99912
85,2,30:00.0,30:00.0,40,40,75,74.6,14,51:22.0,99923
85,2,30:00.0,30:00.0,40,40,75,75,14,51:22.0,99933
85,1,30:00.0,30:00.0,25,25,60,58.8,14,50:40.0,99956
85,1,30:00.0,30:00.0,25,24.9,60,59.3,14,50:40.0,99972
85,1,30:00.0,30:00.0,25,24.9,60,59.8,14,50:40.0,99988
85,1,00:00.0,00:00.0,25,24.9,60,60,14,50:40.0,100001
85,1,30:00.0,30:00.0,25,25,60,60,14,50:40.0,100004
85,1,30:00.0,30:00.0,25,25,60,59.8,14,50:40.0,100017
85,1,00:00.0,00:00.0,25,25.1,60,59.4,14,50:40.0,100038
85,1,30:00.0,30:00.0,25,25.1,60,59.6,14,50:40.0,100053
85,1,30:00.0,30:00.0,25,25.1,60,58.6,14,50:40.0,100065
85,2,30:00.0,30:00.0,40,40,75,75.2,14,55:22.0,100076
85,1,00:00.0,00:00.0,25,25,60,60,14,01:24.0,100092
85,2,00:00.0,00:00.0,40,37.9,75,75.6,14,05:26.0,100124
85,1,00:00.0,00:00.0,25,24.9,60,60.6,14,21:53.0,100641
85,2,00:00.0,00:00.0,40,40,75,74.8,14,05:26.0,100155
85,2,00:00.0,00:00.0,40,39.9,75,75.6,14,05:26.0,100181
85,2,30:00.0,30:00.0,40,40.1,75,74.5,14,05:26.0,100210
85,2,30:00.0,30:00.0,40,40.1,75,75.3,14,05:26.0,100238
85,2,30:00.0,30:00.0,40,40,75,74.6,14,05:26.0,100254
85,2,30:00.0,30:00.0,40,39.8,75,75.2,14,05:26.0,100273
85,1,00:00.0,00:00.0,25,24.9,60,59.3,14,15:19.0,102009
85,1,30:00.0,30:00.0,25,25.1,60,60.4,14,01:00.0,103894
85,1,00:00.0,00:00.0,25,25,60,60.4,14,01:00.0,103903
85,1,00:00.0,00:00.0,25,25.1,60,59.9,14,01:00.0,104021
85,1,30:00.0,30:00.0,25,25.1,60,59.3,14,01:00.0,104022
85,1,30:00.0,30:00.0,25,27.5,60,63.3,14,34:05.0,105091
85,1,00:00.0,00:00.0,25,27.1,60,60.8,14,34:05.0,105098
85,1,00:00.0,00:00.0,25,26.8,60,61.4,14,34:05.0,105102
85,1,30:00.0,30:00.0,25,31.2,60,88.8,14,34:05.0,105112
85,1,00:00.0,00:00.0,25,27,60,60.5,14,34:05.0,105119
85,1,30:00.0,30:00.0,25,28.6,60,55.2,14,34:05.0,105121
85,1,00:00.0,00:00.0,25,23.5,60,62,14,34:05.0,105122
85,1,00:00.0,00:00.0,25,28.3,60,67.6,14,34:05.0,105130
85,1,30:00.0,30:00.0,25,27,60,64.2,14,34:05.0,105135
85,1,30:00.0,30:00.0,25,27.4,60,68,14,34:05.0,105144
85,1,30:00.0,30:00.0,25,29,60,85.5,14,34:05.0,105148
85,1,30:00.0,30:00.0,25,25.5,60,59.8,14,34:05.0,105162
85,1,00:00.0,00:00.0,25,25.1,60,59.6,14,34:05.0,105163
85,1,30:00.0,30:00.0,25,25.3,60,77.5,14,34:05.0,105181
85,1,00:00.0,00:00.0,25,24.9,60,58.1,14,34:05.0,105184
85,1,00:00.0,00:00.0,25,27.7,60,66.8,14,34:05.0,105190
85,1,00:00.0,00:00.0,25,23.5,60,61.3,14,34:05.0,105198
85,1,00:00.0,00:00.0,25,27.3,60,73.6,14,34:05.0,105200
85,1,00:00.0,00:00.0,25,30.1,60,83.7,14,34:05.0,105222
85,2,00:00.0,00:00.0,40,40,75,79.4,14,57:13.0,105333
85,2,00:00.0,00:00.0,40,40,75,77,14,57:13.0,105345
85,2,00:00.0,00:00.0,40,40,75,78.3,14,57:13.0,105347
85,2,00:00.0,00:00.0,40,40,75,80,14,57:13.0,105356
85,2,00:00.0,00:00.0,40,40,75,79.9,14,57:13.0,105360
85,2,30:00.0,30:00.0,40,39.9,75,74.4,14,57:13.0,105380
85,2,00:00.0,00:00.0,40,40,75,74.6,14,57:13.0,105390
85,2,00:00.0,00:00.0,40,40,75,78.7,14,57:13.0,105392
85,2,00:00.0,00:00.0,40,40,75,78.7,14,57:13.0,105400
85,1,30:00.0,30:00.0,25,24.9,60,59.7,14,15:19.0,102010
85,1,00:00.0,00:00.0,25,24.9,60,59.4,14,15:19.0,102011
85,1,30:00.0,30:00.0,25,24.8,60,60.5,14,15:19.0,102012
85,1,00:00.0,00:00.0,25,24.9,60,60,14,15:19.0,102013
85,1,30:00.0,30:00.0,25,24.9,60,60.3,14,15:19.0,102014
85,1,00:00.0,00:00.0,25,24.9,60,59.5,14,15:19.0,102015
85,1,30:00.0,30:00.0,25,24.8,60,60,14,15:19.0,102016
85,1,00:00.0,00:00.0,25,24.8,60,60,14,15:19.0,102017
85,1,30:00.0,30:00.0,25,24.9,60,59.6,14,15:19.0,102018
85,1,00:00.0,00:00.0,25,24.9,60,60.3,14,15:19.0,102019
85,1,30:00.0,30:00.0,25,24.9,60,59.7,14,15:19.0,102020
85,1,00:00.0,00:00.0,25,24.9,60,60.2,14,15:19.0,102021
85,1,30:00.0,30:00.0,25,24.9,60,60.1,14,15:19.0,102022
85,1,00:00.0,00:00.0,25,24.9,60,59.6,14,15:19.0,102023
85,1,30:00.0,30:00.0,25,24.9,60,59.3,14,15:19.0,102024
85,1,00:00.0,00:00.0,25,24.9,60,59.8,14,15:19.0,102025
85,1,30:00.0,30:00.0,25,24.9,60,59.9,14,15:19.0,102026
85,1,00:00.0,00:00.0,25,24.9,60,59.8,14,15:19.0,102027
85,1,30:00.0,30:00.0,25,24.9,60,60,14,15:19.0,102028
85,1,00:00.0,00:00.0,25,24.9,60,59.9,14,15:19.0,102029
85,1,30:00.0,30:00.0,25,24.9,60,59.7,14,15:19.0,102030
85,1,00:00.0,00:00.0,25,25,60,59.3,14,15:19.0,102031
85,1,30:00.0,30:00.0,25,24.9,60,59.3,14,15:19.0,102032
85,1,00:00.0,00:00.0,25,24.9,60,59.8,14,15:19.0,102033
85,1,30:00.0,30:00.0,25,25,60,60.2,14,15:19.0,102034
85,1,00:00.0,00:00.0,25,25,60,60.3,14,15:19.0,102035
85,1,30:00.0,30:00.0,25,25,60,60.2,14,15:19.0,102036
85,1,00:00.0,00:00.0,25,25,60,59.6,14,15:19.0,102037
85,1,30:00.0,30:00.0,25,25,60,60,14,15:19.0,102038
85,1,00:00.0,00:00.0,25,25,60,60.5,14,15:19.0,102039
85,1,30:00.0,30:00.0,25,24.9,60,60.6,14,15:19.0,102040
85,1,00:00.0,00:00.0,25,25,60,60.7,14,15:19.0,102041
85,1,30:00.0,30:00.0,25,25,60,60.4,14,15:19.0,102042
85,1,00:00.0,00:00.0,25,25,60,59.6,14,15:19.0,102043
85,1,30:00.0,30:00.0,25,25,60,60.3,14,15:19.0,102044
85,1,00:00.0,00:00.0,25,25,60,60.9,14,15:19.0,102045
85,1,30:00.0,30:00.0,25,25,60,59.5,14,15:19.0,102046
85,1,00:00.0,00:00.0,25,25,60,59.8,14,15:19.0,102047
85,1,30:00.0,30:00.0,25,25,60,60.2,14,15:19.0,102048
85,1,00:00.0,00:00.0,25,25,60,59.5,14,15:19.0,102049
85,1,30:00.0,30:00.0,25,25,60,60,14,15:19.0,102050
85,1,00:00.0,00:00.0,25,25.1,60,59.4,14,15:19.0,102051
85,1,30:00.0,30:00.0,25,25.1,60,60.6,14,15:19.0,102052
85,1,00:00.0,00:00.0,25,25.1,60,59,14,15:19.0,102053
85,1,30:00.0,30:00.0,25,25,60,60.2,14,15:19.0,102054
85,1,00:00.0,00:00.0,25,25.1,60,59.9,14,15:19.0,102055
85,1,30:00.0,30:00.0,25,25.1,60,59.8,14,15:19.0,102056
85,1,00:00.0,00:00.0,25,25.1,60,59.9,14,15:19.0,102057
85,1,30:00.0,30:00.0,25,25.1,60,59.8,14,15:19.0,102058
85,1,00:00.0,00:00.0,25,25.1,60,60.6,14,15:19.0,102059
85,1,30:00.0,30:00.0,25,25.1,60,59.9,14,15:19.0,102060
85,1,00:00.0,00:00.0,25,25.1,60,60.5,14,15:19.0,102061
85,1,30:00.0,30:00.0,25,25.1,60,60.5,14,15:19.0,102062
85,1,00:00.0,00:00.0,25,25,60,60.4,14,15:19.0,102063
85,1,30:00.0,30:00.0,25,25.1,60,60.1,14,15:19.0,102064
85,1,00:00.0,00:00.0,25,25,60,60,14,15:19.0,102065
85,2,30:00.0,30:00.0,40,40,75,74.7,14,20:05.0,102066
85,2,00:00.0,00:00.0,40,40,75,74.5,14,20:05.0,102067
85,2,30:00.0,30:00.0,40,40.2,75,74.9,14,20:05.0,102068
85,2,00:00.0,00:00.0,40,40,75,74.7,14,20:05.0,102069
85,2,30:00.0,30:00.0,40,39.8,75,75,14,20:05.0,102070
85,2,00:00.0,00:00.0,40,39.9,75,75.4,14,20:05.0,102071
85,2,30:00.0,30:00.0,40,40.2,75,74.7,14,20:05.0,102072
85,2,00:00.0,00:00.0,40,40,75,75.4,14,20:05.0,102073
85,2,30:00.0,30:00.0,40,39.8,75,75.6,14,20:05.0,102074
85,2,00:00.0,00:00.0,40,39.9,75,75.2,14,20:05.0,102075
85,2,30:00.0,30:00.0,40,40,75,74.9,14,20:05.0,102076
85,2,00:00.0,00:00.0,40,40,75,75.2,14,20:05.0,102077
85,2,30:00.0,30:00.0,40,40,75,74.8,14,20:05.0,102078
85,2,00:00.0,00:00.0,40,39.9,75,75,14,20:05.0,102079
85,2,30:00.0,30:00.0,40,40,75,75.1,14,20:05.0,102080
85,2,00:00.0,00:00.0,40,40,75,74.6,14,20:05.0,102081
85,2,30:00.0,30:00.0,40,40,75,74.7,14,20:05.0,102082
85,2,00:00.0,00:00.0,40,40,75,75,14,20:05.0,102083
85,2,30:00.0,30:00.0,40,39.9,75,74.9,14,20:05.0,102084
85,2,00:00.0,00:00.0,40,39.8,75,75.1,14,20:05.0,102085
85,2,30:00.0,30:00.0,40,39.9,75,74.8,14,20:05.0,102086
85,2,00:00.0,00:00.0,40,40,75,74.9,14,20:05.0,102087
85,2,30:00.0,30:00.0,40,39.9,75,74.9,14,20:05.0,102088
85,2,00:00.0,00:00.0,40,39.8,75,74.9,14,20:05.0,102089
85,2,30:00.0,30:00.0,40,39.9,75,74.8,14,20:05.0,102090
85,2,00:00.0,00:00.0,40,40,75,75,14,20:05.0,102091
85,2,30:00.0,30:00.0,40,40,75,75.6,14,20:05.0,102092
85,2,00:00.0,00:00.0,40,39.9,75,74.8,14,20:05.0,102093
85,2,30:00.0,30:00.0,40,40,75,75.2,14,20:05.0,102094
85,2,00:00.0,00:00.0,40,40,75,75.2,14,20:05.0,102095
85,2,30:00.0,30:00.0,40,39.9,75,75.1,14,20:05.0,102096
85,2,00:00.0,00:00.0,40,39.9,75,74.4,14,20:05.0,102097
85,2,30:00.0,30:00.0,40,40,75,74.9,14,20:05.0,102098
85,2,00:00.0,00:00.0,40,39.9,75,75.5,14,20:05.0,102099
85,2,30:00.0,30:00.0,40,40,75,75,14,20:05.0,102100
85,2,00:00.0,00:00.0,40,40,75,74.9,14,20:05.0,102101
85,2,30:00.0,30:00.0,40,40,75,75,14,20:05.0,102102
85,2,00:00.0,00:00.0,40,40.1,75,75.3,14,57:42.0,102196
85,2,00:00.0,00:00.0,40,39.8,75,74.9,14,57:42.0,102203
85,1,30:00.0,30:00.0,25,25.1,60,59.7,14,59:08.0,102219
85,1,30:00.0,30:00.0,25,25.1,60,60.2,12,44:14.0,102244
85,1,30:00.0,30:00.0,25,25.1,60,60.5,12,44:14.0,102260
85,1,30:00.0,30:00.0,25,25,60,59.5,12,44:14.0,102276
85,1,30:00.0,30:00.0,25,24.9,60,59.6,12,48:43.0,102300
85,1,00:00.0,00:00.0,25,25,60,59.6,12,48:43.0,102320
85,1,00:00.0,00:00.0,25,25.1,60,61.2,12,48:43.0,102340
85,1,00:00.0,00:00.0,25,25.1,60,60.6,12,48:43.0,102358
85,1,00:00.0,00:00.0,25,25.1,60,61,14,16:37.0,102729
85,1,00:00.0,00:00.0,25,24.9,60,60,14,16:37.0,102745
85,2,00:00.0,00:00.0,40,40,75,78.5,14,19:06.0,102760
85,1,30:00.0,30:00.0,25,24.9,60,60.2,14,23:21.0,102797
85,1,30:00.0,30:00.0,25,25,60,58.5,14,23:21.0,102813
85,1,00:00.0,00:00.0,25,24.9,60,60.1,12,49:16.0,102824
85,2,30:00.0,30:00.0,40,40.5,75,77.4,12,51:05.0,102840
85,2,00:00.0,00:00.0,40,40,75,73.8,12,51:05.0,102862
85,2,30:00.0,30:00.0,40,40,75,75.4,12,55:32.0,102877
85,1,30:00.0,30:00.0,25,25,60,59.8,12,08:15.0,102901
85,2,30:00.0,30:00.0,40,39.9,75,75,12,43:59.0,103225
85,1,00:00.0,00:00.0,25,25.1,60,60,12,08:15.0,102933
85,2,00:00.0,00:00.0,40,40,75,78.9,12,11:59.0,102947
85,2,30:00.0,30:00.0,40,40,75,79,12,11:59.0,102970
85,2,00:00.0,00:00.0,40,40,75,77.2,12,11:59.0,102983
85,2,30:00.0,30:00.0,40,40,75,76.4,12,11:59.0,102993
85,1,30:00.0,30:00.0,25,25.1,60,59.9,12,19:44.0,103101
85,1,30:00.0,30:00.0,25,25,60,60.4,12,19:44.0,103113
85,1,00:00.0,00:00.0,25,25,60,59.6,12,19:44.0,103126
85,1,30:00.0,30:00.0,25,24.9,60,59.6,14,19:31.0,103244
85,1,00:00.0,00:00.0,25,24.9,60,60.1,12,19:44.0,103150
85,1,00:00.0,00:00.0,25,24.9,60,59.6,12,19:44.0,103162
85,1,00:00.0,00:00.0,25,24.9,60,59.6,12,19:44.0,103178
85,1,00:00.0,00:00.0,25,24.9,60,59.8,14,19:31.0,103245
85,1,00:00.0,00:00.0,25,25,60,60.6,14,19:31.0,103251
85,1,30:00.0,30:00.0,25,25,60,60.3,14,19:31.0,103252
85,1,00:00.0,00:00.0,25,25,60,60,14,19:31.0,103253
85,1,30:00.0,30:00.0,25,25,60,60.6,14,19:31.0,103254
85,1,00:00.0,00:00.0,25,25,60,59.5,14,19:31.0,103255
85,1,30:00.0,30:00.0,25,24.9,60,59.8,14,19:31.0,103256
85,1,00:00.0,00:00.0,25,25,60,60.1,14,19:31.0,103257
85,1,30:00.0,30:00.0,25,25,60,59.4,14,19:31.0,103258
85,1,00:00.0,00:00.0,25,25,60,58.4,14,19:31.0,103259
85,1,00:00.0,00:00.0,25,25,60,60.4,14,19:31.0,103269
85,1,30:00.0,30:00.0,25,25,60,58.9,14,19:31.0,103270
85,1,00:00.0,00:00.0,25,25.1,60,60,14,19:31.0,103271
85,1,30:00.0,30:00.0,25,25.1,60,60.7,14,19:31.0,103272
85,1,00:00.0,00:00.0,25,25,60,60.3,14,19:31.0,103273
85,1,30:00.0,30:00.0,25,25.1,60,60,14,19:31.0,103274
85,1,00:00.0,00:00.0,25,25,60,60.4,14,19:31.0,103275
85,1,30:00.0,30:00.0,25,25.1,60,60.2,14,19:31.0,103276
85,1,00:00.0,00:00.0,25,25.1,60,60,14,19:31.0,103277
85,1,00:00.0,00:00.0,25,25.1,60,59.3,14,19:31.0,103287
85,1,30:00.0,30:00.0,25,25.1,60,59.3,14,19:31.0,103288
85,1,00:00.0,00:00.0,25,25.1,60,59.3,14,19:31.0,103289
85,1,30:00.0,30:00.0,25,25.1,60,60.7,14,19:31.0,103290
85,1,00:00.0,00:00.0,25,25.1,60,60.2,14,19:31.0,103291
85,1,30:00.0,30:00.0,25,25.1,60,60.5,14,19:31.0,103292
85,1,00:00.0,00:00.0,25,25.1,60,60,14,19:31.0,103293
85,1,30:00.0,30:00.0,25,25.1,60,60.2,14,19:31.0,103294
85,1,00:00.0,00:00.0,25,25.1,60,60,14,19:31.0,103295
85,1,00:00.0,00:00.0,25,25.1,60,59.8,14,19:31.0,103305
85,1,30:00.0,30:00.0,25,25.1,60,58.8,14,19:31.0,103306
85,1,00:00.0,00:00.0,25,25.1,60,59.8,14,19:31.0,103307
85,1,30:00.0,30:00.0,25,25.1,60,59.6,14,19:31.0,103308
85,1,00:00.0,00:00.0,25,25.1,60,60.2,14,19:31.0,103309
85,1,30:00.0,30:00.0,25,25.1,60,59.6,14,19:31.0,103310
85,1,00:00.0,00:00.0,25,25.1,60,60.2,14,19:31.0,103311
85,1,30:00.0,30:00.0,25,25.1,60,60.5,14,19:31.0,103312
85,1,00:00.0,00:00.0,25,25.1,60,60,14,19:31.0,103313
85,1,30:00.0,30:00.0,25,25.1,60,59.6,14,46:25.0,103413
85,1,00:00.0,00:00.0,25,25,60,60.3,14,46:25.0,103429
85,1,00:00.0,00:00.0,25,24.9,60,59.5,14,52:48.0,103446
85,1,30:00.0,30:00.0,25,24.8,60,60,14,52:48.0,103455
85,2,00:00.0,00:00.0,40,40,75,78.3,14,54:35.0,103470
85,1,00:00.0,00:00.0,25,24.9,60,58.6,14,14:47.0,103533
85,1,00:00.0,00:00.0,25,25,60,59.6,14,20:28.0,103552
85,2,30:00.0,30:00.0,40,39.9,75,73.9,14,22:04.0,103566
85,2,30:00.0,30:00.0,40,40,75,74.1,12,27:39.0,103583
85,2,00:00.0,00:00.0,40,40,75,74.9,12,27:39.0,103599
85,1,00:00.0,00:00.0,25,25.1,60,59.8,12,23:43.0,103623
85,1,00:00.0,00:00.0,25,25.1,60,59.6,12,23:43.0,103639
85,2,00:00.0,00:00.0,40,40,75,74.9,12,27:01.0,103669
85,1,30:00.0,30:00.0,25,25.5,60,57.7,12,08:20.0,105415
85,1,30:00.0,30:00.0,25,27.7,60,62.6,12,08:47.0,105459
85,1,00:00.0,00:00.0,25,28.4,60,65.6,12,08:47.0,105472
85,1,30:00.0,30:00.0,25,26.4,60,55,12,08:47.0,105477
85,1,30:00.0,30:00.0,25,31.9,60,79.2,12,08:47.0,105479
85,1,00:00.0,00:00.0,25,23.5,60,65.5,12,08:47.0,105487
85,1,00:00.0,00:00.0,25,24.7,60,58.8,12,08:47.0,105505
85,1,30:00.0,30:00.0,25,24.5,60,58.4,12,08:47.0,105508
85,1,00:00.0,00:00.0,25,25.4,60,57.6,12,08:47.0,105513
85,2,30:00.0,30:00.0,40,40,75,78.9,14,57:42.0,102188
85,2,30:00.0,30:00.0,40,39.9,75,74.4,14,57:42.0,102208
85,1,00:00.0,00:00.0,25,25.1,60,60.1,14,59:08.0,102214
85,2,00:00.0,00:00.0,40,40,75,75.5,12,34:20.0,102226
85,1,00:00.0,00:00.0,25,25.1,60,59.9,12,37:15.0,102233
85,2,00:00.0,00:00.0,40,38.5,75,74.8,12,02:37.0,102586
85,1,30:00.0,30:00.0,25,25.1,60,60.7,12,44:14.0,102252
85,1,30:00.0,30:00.0,25,25,60,60.1,12,44:14.0,102268
85,1,30:00.0,30:00.0,25,24.9,60,60.7,12,48:43.0,102292
85,2,30:00.0,30:00.0,40,38.7,75,74.6,12,02:37.0,102587
85,2,00:00.0,00:00.0,40,39.9,75,74.6,12,02:37.0,102588
85,2,30:00.0,30:00.0,40,38.8,75,74.7,12,02:37.0,102589
85,2,00:00.0,00:00.0,40,38.7,75,75.2,12,02:37.0,102590
85,2,30:00.0,30:00.0,40,39.4,75,75.2,12,02:37.0,102591
85,2,30:00.0,30:00.0,40,40,75,75.6,12,35:45.0,102627
85,1,00:00.0,00:00.0,25,25.1,60,59.9,14,16:37.0,102721
85,1,00:00.0,00:00.0,25,25.1,60,60.1,14,16:37.0,102737
85,2,30:00.0,30:00.0,40,39.9,75,73.3,14,19:06.0,102753
85,2,00:00.0,00:00.0,40,39.9,75,74.3,12,51:13.0,102689
85,2,30:00.0,30:00.0,40,39.9,75,74.5,12,51:13.0,102690
85,1,00:00.0,00:00.0,25,25.1,60,59.8,12,09:00.0,102694
85,1,30:00.0,30:00.0,25,25.1,60,59.1,12,51:59.0,102713
85,2,00:00.0,00:00.0,40,39.9,75,72.9,14,19:06.0,102766
85,2,30:00.0,30:00.0,40,40,75,73.2,14,19:06.0,102779
85,2,00:00.0,00:00.0,40,40.1,75,79,14,19:06.0,102780
85,1,30:00.0,30:00.0,25,25,60,59.5,14,23:21.0,102789
85,1,30:00.0,30:00.0,25,24.9,60,60.3,14,23:21.0,102805
85,1,00:00.0,00:00.0,25,24.9,60,60.2,12,49:16.0,102816
85,1,00:00.0,00:00.0,25,24.9,60,59.4,12,49:16.0,102832
85,2,30:00.0,30:00.0,40,40,75,75.5,12,51:05.0,102848
85,2,00:00.0,00:00.0,40,40,75,75.4,12,51:05.0,102858
85,2,30:00.0,30:00.0,40,40,75,75.6,12,55:32.0,102869
85,2,30:00.0,30:00.0,40,40,75,73.6,12,55:32.0,102885
85,1,00:00.0,00:00.0,25,24.9,60,60.1,12,08:15.0,102891
85,1,30:00.0,30:00.0,25,24.9,60,60.2,12,08:15.0,102909
85,1,00:00.0,00:00.0,25,25.1,60,60.2,12,08:15.0,102925
85,1,00:00.0,00:00.0,25,25.1,60,59.3,12,19:20.0,103089
85,1,30:00.0,30:00.0,25,25.1,60,59.3,12,19:44.0,103105
85,1,30:00.0,30:00.0,25,25.1,60,59.9,12,19:44.0,103115
85,1,00:00.0,00:00.0,25,25,60,59.3,12,19:44.0,103132
85,1,00:00.0,00:00.0,25,24.9,60,59.4,12,19:44.0,103152
85,1,00:00.0,00:00.0,25,24.9,60,59.9,12,19:44.0,103170
85,1,30:00.0,30:00.0,25,24.9,60,59.7,12,48:30.0,103179
85,2,03:00.0,03:00.0,1.6,0,0,0,12,04:25.0,103185
85,2,30:00.0,30:00.0,40,39.9,75,76.5,12,31:55.0,103187
85,1,30:00.0,30:00.0,25,24.9,60,60.3,12,43:29.0,103217
85,1,30:00.0,30:00.0,25,24.9,60,60,12,31:23.0,103208
85,1,30:00.0,30:00.0,25,24.9,60,59.4,14,15:14.0,103230
85,1,00:00.0,00:00.0,25,24.9,60,59.8,14,19:31.0,103237
85,1,30:00.0,30:00.0,25,24.9,60,60.8,14,19:31.0,103238
85,1,00:00.0,00:00.0,25,24.9,60,59.5,14,19:31.0,103239
85,1,30:00.0,30:00.0,25,25,60,59.8,14,19:31.0,103240
85,1,00:00.0,00:00.0,25,24.9,60,60.5,14,19:31.0,103241
85,1,30:00.0,30:00.0,25,25,60,60.1,14,19:31.0,103242
85,1,30:00.0,30:00.0,25,25,60,59.4,14,19:31.0,103260
85,1,00:00.0,00:00.0,25,25,60,59.3,14,19:31.0,103261
85,1,30:00.0,30:00.0,25,25,60,59.5,14,19:31.0,103262
85,1,00:00.0,00:00.0,25,25,60,59.5,14,19:31.0,103263
85,1,30:00.0,30:00.0,25,25,60,60.6,14,19:31.0,103264
85,1,00:00.0,00:00.0,25,25.1,60,59.3,14,19:31.0,103265
85,1,30:00.0,30:00.0,25,25,60,60,14,19:31.0,103266
85,1,00:00.0,00:00.0,25,25,60,59.6,14,19:31.0,103267
85,1,30:00.0,30:00.0,25,25,60,59.8,14,19:31.0,103268
85,1,30:00.0,30:00.0,25,25.1,60,60.3,14,19:31.0,103278
85,1,00:00.0,00:00.0,25,25,60,58.8,14,19:31.0,103279
85,1,30:00.0,30:00.0,25,25.1,60,60.3,14,19:31.0,103280
85,1,00:00.0,00:00.0,25,25.1,60,60,14,19:31.0,103281
85,1,30:00.0,30:00.0,25,25.1,60,59.3,14,19:31.0,103282
85,1,00:00.0,00:00.0,25,25.1,60,60,14,19:31.0,103283
85,1,30:00.0,30:00.0,25,25.1,60,59.9,14,19:31.0,103284
85,1,00:00.0,00:00.0,25,25.1,60,59.4,14,19:31.0,103285
85,1,30:00.0,30:00.0,25,25.1,60,60,14,19:31.0,103286
85,1,30:00.0,30:00.0,25,25.1,60,60.9,14,19:31.0,103296
85,1,00:00.0,00:00.0,25,25.1,60,60.1,14,19:31.0,103297
85,1,30:00.0,30:00.0,25,25.1,60,58.7,14,19:31.0,103298
85,1,00:00.0,00:00.0,25,25.1,60,59.5,14,19:31.0,103299
85,1,30:00.0,30:00.0,25,25.1,60,59.6,14,19:31.0,103300
85,1,00:00.0,00:00.0,25,25.1,60,60.7,14,19:31.0,103301
85,1,30:00.0,30:00.0,25,25.1,60,60,14,19:31.0,103302
85,2,00:00.0,00:00.0,40,40,75,75.2,14,23:15.0,103324
85,2,00:00.0,00:00.0,40,38.3,75,74.2,14,23:15.0,103344
85,1,30:00.0,30:00.0,25,27.9,60,88.5,12,08:47.0,105522
85,2,30:00.0,30:00.0,40,39.7,75,76.3,14,23:15.0,103346
85,2,00:00.0,00:00.0,40,40.2,75,73.7,14,23:15.0,103347
85,2,30:00.0,30:00.0,40,40,75,73.6,14,23:15.0,103348
85,2,00:00.0,00:00.0,40,39.6,75,76.1,14,23:15.0,103349
85,2,30:00.0,30:00.0,40,38.8,75,73.4,14,23:15.0,103350
85,2,00:00.0,00:00.0,40,40,75,74.8,14,23:15.0,103351
